core_id,is_validated,generator_provider,generator_model,generator_sample_id,generator_bucket,judge_provider,judge_model,judge_bucket,is_matching,pair_type,gold_has_induced_error,contains_factual_error,verdict,wrong_claim,supporting_source_passage_id,modified_passage_ids,perturbation_type,behavior_label
garage_core_0f63804f4501,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,5,numerical_shift,unrelated_or_failed
garage_core_12bed56b12e4,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"Most notably, the third-floor Long Gallery changed from later-partitioned, cellular rooms into a continuous salon-style exhibition space by removing partition panels and reorganizing doorways.",2,2;4;5;6,location_change,context_follow
garage_core_1314ad030830,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,10,negation_modality,unrelated_or_failed
garage_core_13f92c5d6399,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,10,0;7,relation_inversion,unrelated_or_failed
garage_core_150f1e028706,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""including coverage described here as up to $100,000.""",1,1;4;7,numerical_shift,context_follow
garage_core_153f388a9442,False,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,10,temporal_shift,unrelated_or_failed
garage_core_160e7fa6915a,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,False,correct,,,2;7,causal_change,context_follow
garage_core_17b45ab01839,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""The V&A also lost almost £40m in the first year of the pandemic.""",9,9,numerical_shift,context_follow
garage_core_184bd95e7fe5,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,5;8,numerical_shift,unrelated_or_failed
garage_core_189bfb8b503c,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""The passages project that the Magnificent Seven will post a combined earnings/profit increase of 15% in 2025, down from a projected 34% in 2024.""",0,0;9,numerical_shift,context_follow
garage_core_1a4a1172905e,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,13,entity_substitution,unrelated_or_failed
garage_core_1a907f00da12,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"Their joint work on COSMOS 1 was described as making a significant impact in hip-hop and R&B, driven by their artistic synergy.",4,1;4;5;6;10;11;13,entity_substitution,context_follow
garage_core_1abf96710f12,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""the neuromorphic system is reported to achieve state-of-the-art seizure-outcome prediction metrics of 85% accuracy, 100% specificity, and 33% sensitivity.""",10,10;12,numerical_shift,context_follow
garage_core_1b3cc90c7e28,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"“the disclosure cited says he received $5,000,000 from Enron for consulting in the prior year”",6,6,numerical_shift,context_follow
garage_core_1c2cc6549484,False,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,“the Enron division he headed manipulated the Texas electricity market.”,7,7;10;13,location_change,context_follow
garage_core_1ceae22791f4,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,False,correct,,,4;8;14,causal_change,context_follow
garage_core_1d3081412b37,False,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""The highly anticipated upcoming Netflix series is 'Run Away'""",1,1;3;5;7;8;9;11;12;13,entity_substitution,context_follow
garage_core_1da0b7cca458,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,10;11,numerical_shift,unrelated_or_failed
garage_core_1e0fc9249f44,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""...eventually uncovering a bizarre conspiracy involving mind-controlling parasites.""",0,0,entity_substitution,context_follow
garage_core_1e369d26fda1,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,2,negation_modality,unrelated_or_failed
garage_core_1e8593adc759,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"The passages most directly identify microelectronics fabrication as a key industrial application for ETH Zurich’s new ultra-short laser pulses, with the researchers specifically noting future use in microelectronics fabrication.",3,1;3;4,entity_substitution,both_claims
garage_core_1ec2f7ab355c,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,13,entity_substitution,unrelated_or_failed
garage_core_1ed95f043a07,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,3,entity_substitution,unrelated_or_failed
garage_core_1f47d7988f24,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""It also brought national attention to the autistic man’s case, although it did not secure his release.""",6,6;7;9,causal_change,context_follow
garage_core_20357c5219b5,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"These technologies also improve collaboration across locations and can reduce costs, production time, and even carbon emissions by replacing some physical stunts, pyrotechnics, sets, and location work with digital alternatives.",0,4,causal_change,context_follow
garage_core_2049ca00e485,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""A major outcome was the Baku Finance Goal, under which developed countries committed to mobilise $1.3 trillion annually in climate finance for developing nations, including at least $400 billion per year by 2035.""",2,2;5,numerical_shift,context_follow
garage_core_21b53488289b,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"For 2025, Lilly guided to $52 billion to $55 billion in revenue.",5,2;5;6;8,numerical_shift,context_follow
garage_core_21e18a206c60,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,5,entity_substitution,unrelated_or_failed
garage_core_24b8f03fc68d,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""one passage notes that 19% of Gen Z prioritize learning and development opportunities over job security""",3,3,numerical_shift,context_follow
garage_core_273bce77e07a,False,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,False,correct,,,0;8;12,entity_substitution,context_follow
garage_core_27ff4e2b94e2,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,True,incorrect,"""They only describe possible transmission as occurring through contaminated surfaces or close contact with infected individuals.""",0,0;1;2;4;7,causal_change,refusal_or_insufficient
garage_core_28637d728bd7,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""It also improves live and in-stadium experiences with real-time statistics, highlights, insights, interactive broadcast features like polls and quizzes, and tools such as virtual assistants and holographic avatars that answer fan questions and engage fans in real time.""",2,2;5;6,entity_substitution,context_follow
garage_core_2876c817ac04,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""passages describe a positive immediate market reaction, with indices closing higher and investor confidence supported by enthusiasm around a Trump 'bump,' alongside strong economic data such as encouraging PPI numbers.[8][11]""",8,8;11,relation_inversion,context_follow
garage_core_28d5e924b32d,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,0;2;4;6;8;9,numerical_shift,unrelated_or_failed
garage_core_295247c50dd9,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,14,causal_change,unrelated_or_failed
garage_core_29ae66b3f8ca,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,0;5,causal_change,unrelated_or_failed
garage_core_2c96b2642148,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""AI also supports more precise and consistent image analysis, including detecting minor structural micro-calcifications that human observers might miss""",0,0;2;10,entity_substitution,context_follow
garage_core_2d41da0df59a,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,3,3;4;6;11;12,entity_substitution,unrelated_or_failed
garage_core_2d4ff32ed736,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""the Warriors toward a more pick-and-roll-heavy attack, which would be a notable shift from an offense that has typically emphasized catch-and-shoot actions and their usual structure""",0,0;4,entity_substitution,context_follow
garage_core_2d7466112bdd,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,5,9,negation_modality,unrelated_or_failed
garage_core_2d8013a25108,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""only the earliest works such as Steamboat Willie are said to begin entering the U.S. public domain starting in 2025""",7,7,temporal_shift,context_follow
garage_core_2f060b56b332,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,True,incorrect,"""The passages do not address Bitcoin at $100,000 specifically, only around $90,000""",0,0;3;5;6;7;8;12;13,numerical_shift,conflict_awareness
garage_core_2fdfd62cddc0,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,False,correct,,,6,entity_substitution,both_claims
garage_core_319998cee142,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""The only specific books identified here are Crazy Rich Asians ... and Iron Flame by Rebecca Yarros, noted as being on Amazon’s top-selling list... [14]""",14,14,entity_substitution,refusal_or_insufficient
garage_core_320efa7fbd47,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,6,0;4;12;14,temporal_shift,unrelated_or_failed
garage_core_3231c76ccf16,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,5,1;2;5;6;7;8;10;11;12;13;14,entity_substitution,refusal_or_insufficient
garage_core_32caa7e586d2,False,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,14,0;4;5;9;12;13;14,relation_inversion,memory_override
garage_core_32d30a5a77d3,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,One passage says an average of 2.4 million TV viewers tuned in to Fever games she played.,6,6,numerical_shift,context_follow
garage_core_335957875d7f,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,4,6;7;8;9,relation_inversion,unrelated_or_failed
garage_core_33c376ce71e2,False,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,False,correct,,,0;1;2;6;9;10;12;13;14,entity_substitution,both_claims
garage_core_348f803381d5,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"Its EP ecosystem combines robotic navigation, EnSite X, and a broad catheter/tool portfolio so physicians can use different approaches, catheters, and software algorithms to treat varied arrhythmias successfully and safely.",2,2;4;9;12,entity_substitution,context_follow
garage_core_34a1a55cd683,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,False,correct,,,1;2;4;5;7,entity_substitution,context_follow
garage_core_34d5af0d52c0,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"The case involved allegations of fraud and misrepresentation arising from a dispute between Merco Holdings LLC and Bousbib, a former business partner.",6,6;9,causal_change,both_claims
garage_core_374610e21f8d,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,0,4;7,entity_substitution,refusal_or_insufficient
garage_core_37e6764a9f94,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""What they do say is that BERT underperforms traditional models in sentiment classification, including versus SVM, with inferior accuracy in fine-grained sentiment analysis.[6][7]""",7,6;7;14,causal_change,context_follow
garage_core_384da9b6c954,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,True,incorrect,"""The passages do not discuss the music industry specifically, so I can only infer limited, analogous effects from broader creator/platform impacts; for that reason, I cannot fully answer the music-specific question from the provided evidence alone.""",0,0;1;2;3;4;5;7;8;10;14,entity_substitution,refusal_or_insufficient
garage_core_384e99a95d5d,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,6;10;13;14,entity_substitution,unrelated_or_failed
garage_core_3ac749684675,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""The broader UAE maritime framework also reflects international standards through compliance with IMO conventions on safety, security, and environmental protection, and through incorporation of conventions such as the Hague-Visby Rules and SOLAS into UAE maritime law.""",12,12,entity_substitution,context_follow
garage_core_3ae2b7297568,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,8,numerical_shift,refusal_or_insufficient
garage_core_3af57390b07a,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,12,6;13,entity_substitution,unrelated_or_failed
garage_core_3b259b7ef2c7,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,3,11;13,numerical_shift,unrelated_or_failed
garage_core_3b3111d132ee,False,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,True,incorrect,"The ownership stakes described in the passages are inconsistent, but the dominant account says AMD received 60% and Fujitsu 40% of FASL LLC.",0,0;1;9;10;14,numerical_shift,memory_override
garage_core_3b52671ca559,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,8,3;8;9;10,entity_substitution,refusal_or_insufficient
garage_core_3b63d7db6cd7,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,6,causal_change,unrelated_or_failed
garage_core_3b7498db2582,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,1,0;2;5,numerical_shift,unrelated_or_failed
garage_core_3c02297aa939,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,False,correct,,,2;9;12,causal_change,both_claims
garage_core_3cf7f84ffa69,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""It also sent a letter in September to recipients to clarify its claims and later agreed to send another letter, including a formal apology, to Novell customers.""",8,3;14,entity_substitution,context_follow
garage_core_3d02fc92755d,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""in March 2020 it reported a 35.5% loss""",0,0,numerical_shift,context_follow
garage_core_3d065149497b,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,8,relation_inversion,memory_override
garage_core_3d8b240669f6,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""It recognized Kevin the Irish Wolfhound as the tallest living dog/tallest male dog in the world in 2024""",0,0;3;13,entity_substitution,context_follow
garage_core_3dcaaaefd3cd,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""The Games averaged 26.4 million viewers across NBCU platforms, up 82% from Tokyo""",1,1;7;9;14,numerical_shift,context_follow
garage_core_3f4681ebcb03,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,9,temporal_shift,unrelated_or_failed
garage_core_3f5da4dafe43,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""Coldplay built a dedicated interactive experience on TikTok and Fortnite""",1,0;1,entity_substitution,context_follow
garage_core_3f95b0abee0f,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""...and, in many organizations, reduced headcount while investing more in processes and technology.""",2,0;2;3;9,relation_inversion,context_follow
garage_core_42800a10b953,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,10,temporal_shift,unrelated_or_failed
garage_core_4349af90bb65,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,False,correct,,0,0;1;2;6;9;12,entity_substitution,context_follow
garage_core_43807b0ce8e6,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,Additional components include denormalizing queries to reduce joins for performance-critical workloads.,1,1,negation_modality,context_follow
garage_core_43a88bc37b41,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,5,ranking_flip,unrelated_or_failed
garage_core_446d28ae7b52,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"“The passages do not describe specific 2024 tax legislation changes, so I can’t directly state how 2024 changes impact RSU strategies from the provided material.”",0,0;1;2;3;4;5;6;8;14,temporal_shift,refusal_or_insufficient
garage_core_44f5cacb4899,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,False,correct,,2,0;1;2;13,causal_change,both_claims
garage_core_479f0b607b8a,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"It uses statistical, probability-based, verifiable reasoning to check factual statements and show how it reached its conclusion, which is intended to prevent factual errors and reduce fabricated or inconsistent outputs.",13,1;6;10;13,entity_substitution,context_follow
garage_core_47c26937ed6b,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,10;13,entity_substitution,unrelated_or_failed
garage_core_48977339312f,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,10,10,temporal_shift,refusal_or_insufficient
garage_core_49bf674a7f5c,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""Wachovia later reported a 12% stock-price increase since the merger was announced alongside improving customer satisfaction [11].""",11,11,numerical_shift,context_follow
garage_core_4aabdf7af1e2,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,True,incorrect,"""PDD Holdings’ strong Q3 2024 performance was driven by continued revenue growth from its low-price strategy and international expansion, especially Temu’s expansion outside China.""",3,5;13;14,causal_change,unrelated_or_failed
garage_core_4c6f5c875224,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"Passages describe this need mainly through standardization and clear decision protocols: standardized RL/AI helps decision-makers evaluate algorithms, provides uniform and reliable protocols, addresses trust issues among patients and medical professionals, and enables humans to trust, validate, and replicate system behavior.",1,1;2;4;5;13,entity_substitution,both_claims
garage_core_4e76dd9720a1,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,4,entity_substitution,unrelated_or_failed
garage_core_4ecb77aa8b1d,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""(1) more interventionist oversight of tech companies, with tighter guardrails and accountability, especially in data privacy, antitrust, and broader digital governance""",3,3;10;11,negation_modality,context_follow
garage_core_4f4a5fe32b8e,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"Expected changes under a Trump administration include a stronger push for school choice, with federal funds following students to public, private, or magnet schools, alongside increased support for vouchers and magnet schools.",6,1;6;14,entity_substitution,context_follow
garage_core_501e74914007,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"He released the 2024 album “Moonlit Highway,” which was well received and highlighted his blend of traditional Punjabi and modern sounds.",1,1,entity_substitution,context_follow
garage_core_508431c36210,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,2;3;5;6;7;9;10;11;12;13;14,entity_substitution,unrelated_or_failed
garage_core_509fa4037880,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"Microsoft’s patch cycle specifically fixed critical Active Directory and OLE flaws, and was described as securing directory services and enterprise workflows.",9,9;11,entity_substitution,context_follow
garage_core_52d5dba8945c,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,11,causal_change,unrelated_or_failed
garage_core_5320707a8df0,False,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""Principal Component Analysis (PCA) is also commonly used to separate components and remove artifacts, including in hybrid wavelet-PCA approaches.[3][5][6][12]""",3,1;3;5;6;7;9;12;14,entity_substitution,context_follow
garage_core_537fc20732de,False,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""Google says Axion-based instances provide up to 25% better performance for workloads including databases and open-source databases.""",10,2;10;12;14,numerical_shift,context_follow
garage_core_53c5e4aa38b6,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,False,correct,,,0;1;2;4;5;6;8;9;13,causal_change,both_claims
garage_core_53db38d6e5b2,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,5,8,numerical_shift,unrelated_or_failed
garage_core_54791c5c03bb,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"“stronger-than-expected or high retail sales are generally described as bearish for the USD, while weak or low sales are described as bullish for the USD.”",8,0;1;2;3;5;6;8;10;11;12,causal_change,context_follow
garage_core_5482ccc37199,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,False,False,correct,,,11;12,numerical_shift,unrelated_or_failed
garage_core_54e48b6d6f45,True,azure-gpt,gpt-5.4,0,GPT,azure-gpt,gpt-5.4,GPT,True,same_exact_model,True,True,incorrect,"""Spotify Wrapped 2024’s AI integration appears to have increased user satisfaction overall.""",0,0;1;2;3;4;5;9;10;12,relation_inversion,context_follow
